Attrition,DistanceFromHome,EmployeeNumber,WorkLifeBalance,YearsSinceLastPromotion,YearsWithCurrManager,OverTime,PercentSalaryHike,StandardHours,Employee Last Date,Attrition Month
No,10,20145,2,1,3,No,13,80,,
No,10,20146,2,1,3,No,13,80,,
No,10,20149,2,1,3,No,13,80,,
No,10,20152,2,1,3,No,13,80,,
No,15,20153,3,0,7,No,16,80,,
No,15,20154,3,0,7,No,16,80,,
No,15,20892,3,0,7,No,16,80,,
No,15,20894,3,0,7,No,16,80,,
No,15,20897,3,0,7,No,16,80,,
No,15,20898,3,0,7,No,16,80,,
No,15,20900,3,0,7,No,16,80,,
No,15,20902,3,0,7,No,16,80,,
No,19,20905,1,0,2,No,13,80,,
No,19,20906,1,0,2,No,13,80,,
No,19,21082,1,0,2,No,13,80,,
No,19,21083,1,0,2,No,13,80,,
No,19,21084,1,0,2,No,13,80,,
No,19,21085,1,0,2,No,13,80,,
No,19,21086,1,0,2,No,13,80,,
No,19,21087,1,0,2,No,13,80,,
No,1,21088,4,0,3,No,21,80,,
No,1,21089,4,0,3,No,21,80,,
No,1,21090,4,0,3,No,21,80,,
No,1,21091,4,0,3,No,21,80,,
No,1,21092,4,0,3,No,21,80,,
No,1,21093,4,0,3,No,21,80,,
No,1,21094,4,0,3,No,21,80,,
No,5,21095,3,0,7,No,14,80,,
No,5,21096,3,0,7,No,14,80,,
No,5,21097,3,0,7,No,14,80,,
No,5,21705,3,0,7,No,14,80,,
No,5,21706,3,0,7,No,14,80,,
No,5,21710,3,0,7,No,14,80,,
No,5,21711,3,0,7,No,14,80,,
No,5,21713,3,1,4,No,20,80,,
No,13,21714,3,1,2,No,25,80,,
No,13,21718,3,1,2,No,25,80,,
No,13,21719,3,1,2,No,25,80,,
No,13,21823,3,1,2,No,25,80,,
No,13,21824,3,1,2,No,25,80,,
No,13,21828,3,1,2,No,25,80,,
No,13,21829,3,1,2,No,25,80,,
No,13,21831,3,1,2,No,25,80,,
No,10,21832,4,0,0,No,13,80,,
No,5,21836,4,0,0,No,13,80,,
No,5,21837,4,0,0,No,13,80,,
No,10,22197,4,0,0,No,13,80,,
No,10,22200,4,0,0,No,13,80,,
No,5,22201,4,0,0,No,13,80,,
No,5,22202,4,0,0,No,13,80,,
No,10,22205,4,0,0,No,13,80,,
No,10,22208,4,0,0,No,13,80,,
No,5,22209,4,0,0,No,13,80,,
No,5,22210,4,0,0,No,13,80,,
No,10,22293,4,0,0,No,13,80,,
No,10,22296,4,0,0,No,13,80,,
No,5,22297,4,0,0,No,13,80,,
No,5,22298,4,0,0,No,13,80,,
No,10,22301,4,0,0,No,13,80,,
No,2,22304,3,1,4,Yes,11,80,,
No,2,22305,3,1,4,Yes,11,80,,
No,2,22306,3,1,4,Yes,11,80,,
No,2,22807,3,1,4,Yes,11,80,,
No,2,22809,3,1,4,Yes,11,80,,
No,2,22810,3,1,4,Yes,11,80,,
No,2,22811,3,1,4,Yes,11,80,,
No,2,22814,3,1,4,Yes,11,80,,
No,8,22817,3,0,0,No,17,80,,
No,8,22818,3,0,0,No,17,80,,
No,8,22819,3,0,0,No,17,80,,
No,8,22838,3,0,0,No,17,80,,
No,8,22840,3,0,0,No,17,80,,
No,8,22842,3,0,0,No,17,80,,
No,8,22843,3,0,0,No,17,80,,
No,8,22846,3,0,0,No,17,80,,
No,15,22848,3,1,2,No,18,80,,
No,15,22850,3,1,2,No,18,80,,
No,15,22851,3,1,2,No,18,80,,
No,15,22888,3,1,2,No,18,80,,
No,15,22890,3,1,2,No,18,80,,
No,15,22894,3,1,2,No,18,80,,
No,15,22895,3,1,2,No,18,80,,
No,15,22896,3,1,2,No,18,80,,
No,5,22898,3,0,0,No,24,80,,
No,5,22902,3,0,0,No,24,80,,
No,5,22903,3,0,0,No,24,80,,
No,5,23059,3,0,0,No,24,80,,
No,5,23061,3,0,0,No,24,80,,
No,5,23064,3,0,0,No,24,80,,
No,5,23065,3,0,0,No,24,80,,
No,5,23067,3,0,0,No,24,80,,
No,29,23069,3,4,1,No,13,80,,
No,29,23072,3,4,1,No,13,80,,
No,29,23073,3,4,1,No,13,80,,
No,29,23170,3,4,1,No,13,80,,
No,29,23172,3,4,1,No,13,80,,
No,29,23176,3,4,1,No,13,80,,
No,29,23177,3,4,1,No,13,80,,
No,29,23178,3,4,1,No,13,80,,
No,1,23180,3,2,2,No,14,80,,
No,1,23184,3,2,2,No,14,80,,
No,1,23185,3,2,2,No,14,80,,
No,1,23237,3,2,2,No,14,80,,
No,1,23238,3,2,2,No,14,80,,
No,1,23240,3,2,2,No,14,80,,
No,1,23241,3,2,2,No,14,80,,
No,1,23493,3,2,2,No,14,80,,
No,1,23494,3,5,7,No,19,80,,
No,1,23496,3,5,7,No,19,80,,
No,1,23497,3,5,7,No,19,80,,
No,1,23501,3,5,7,No,19,80,,
No,1,23502,3,5,7,No,19,80,,
No,1,23505,3,5,7,No,19,80,,
No,1,10968,3,5,7,No,19,80,,
No,1,709,3,5,7,No,19,80,,
No,1,711,4,2,2,Yes,14,80,,
No,1,715,4,2,2,Yes,14,80,,
No,1,716,4,2,2,Yes,14,80,,
No,1,717,4,2,2,Yes,14,80,,
No,1,719,4,2,2,Yes,14,80,,
No,1,723,4,2,2,Yes,14,80,,
No,1,724,4,2,2,Yes,14,80,,
No,1,8458,4,2,2,Yes,14,80,,
No,2,8460,3,1,2,No,14,80,,
No,2,8464,3,1,2,No,14,80,,
No,2,8465,3,1,2,No,14,80,,
No,2,8466,3,1,2,No,14,80,,
No,2,8467,3,1,2,No,14,80,,
No,2,8468,3,1,2,No,14,80,,
No,2,8470,3,1,2,No,14,80,,
No,2,8474,3,1,2,No,14,80,,
No,5,8475,2,0,0,No,13,80,,
No,5,10065,2,0,0,No,13,80,,
No,5,10066,2,0,0,No,13,80,,
No,5,10068,2,0,0,No,13,80,,
No,5,10069,2,0,0,No,13,80,,
No,5,10073,2,0,0,No,13,80,,
No,5,10074,2,,0,No,13,80,,
No,5,10076,2,0,0,No,13,80,,
No,2,10077,4,1,2,No,12,80,,
No,2,10192,4,1,2,No,12,80,,
No,2,10193,4,1,2,No,12,80,,
No,2,10197,4,1,2,No,12,80,,
No,2,10198,4,1,2,No,12,80,,
No,2,10200,4,1,2,No,12,80,,
No,2,10201,4,1,2,No,12,80,,
No,2,10205,4,1,2,No,,80,,
Yes,1,10206,3,0,2,No,20,80,14/11/2022,Nov
Yes,3,12672,3,0,2,Yes,14,80,5/10/2022,Oct
Yes,3,12674,3,0,2,Yes,14,80,20/1/2022,Jan
Yes,3,12677,3,0,2,Yes,14,80,16/1/2022,Jan
Yes,3,12678,3,0,2,Yes,14,80,2/9/2022,Sep
Yes,3,12680,3,0,2,Yes,14,80,13/5/2022,May
Yes,3,12682,3,0,2,Yes,14,80,16/6/2022,Jun
Yes,3,12685,3,0,2,Yes,14,80,24/1/2022,Jan
Yes,3,12847,3,0,2,Yes,14,80,21/10/2022,Oct
Yes,8,12849,3,1,3,Yes,14,80,13/3/2022,Mar
Yes,8,12853,3,1,3,Yes,14,80,10/9/2022,Sep
Yes,8,12854,3,1,3,Yes,14,80,12/4/2022,Apr
Yes,8,12855,3,1,3,Yes,14,80,7/6/2022,Jun
Yes,8,12857,3,1,3,Yes,14,80,6/11/2022,Nov
Yes,8,12861,3,0,8,Yes,15,80,14/6/2022,Jun
Yes,8,12862,3,0,0,Yes,17,80,4/2/2022,Feb
Yes,8,20844,3,1,3,Yes,14,80,29/3/2022,Mar
Yes,8,20845,3,1,3,Yes,14,80,13/3/2022,Mar
Yes,8,20849,3,1,3,Yes,14,80,5/7/2022,Jul
Yes,1,20850,3,0,0,No,22,80,11/11/2022,Nov
Yes,1,20852,3,0,0,No,22,80,22/9/2022,Sep
Yes,1,20853,3,0,0,No,22,80,28/8/2022,Aug
Yes,1,20857,3,0,0,No,22,80,18/9/2022,Sep
Yes,1,20858,3,0,0,No,22,80,2/2/2022,Feb
Yes,1,22182,3,0,0,No,22,80,8/7/2022,Jul
Yes,1,22184,3,0,0,No,22,80,3/5/2022,May
Yes,1,22187,3,0,0,No,22,80,19/6/2022,Jun
Yes,3,22188,3,5,15,Yes,20,80,13/5/2022,May
Yes,3,22190,3,5,15,Yes,20,80,17/8/2022,Aug
Yes,3,22192,3,5,15,Yes,20,80,14/4/2022,Apr
Yes,3,22195,3,5,15,Yes,20,80,8/8/2022,Aug
Yes,3,22196,3,5,15,Yes,20,80,21/6/2022,Jun
Yes,3,23220,3,5,15,Yes,20,80,17/1/2022,Jan
Yes,3,23222,3,5,15,Yes,20,80,11/2/2022,Feb
Yes,3,23226,3,5,15,Yes,20,80,18/8/2022,Aug
Yes,28,23227,3,1,2,No,15,80,23/10/2022,Oct
Yes,28,23228,3,1,2,No,15,80,20/3/2022,Mar
Yes,28,23230,3,1,2,No,15,80,29/9/2022,Sep
Yes,28,23234,3,1,2,No,15,80,5/9/2022,Sep
Yes,28,23235,3,1,2,No,15,80,4/11/2022,Nov
Yes,28,23364,3,1,2,No,15,80,19/1/2022,Jan
Yes,28,23367,3,1,2,No,15,80,17/11/2022,Nov
Yes,28,23370,3,1,2,No,15,80,30/9/2022,Sep
Yes,1,23371,3,0,0,Yes,14,80,7/3/2022,Mar
Yes,1,23372,3,0,0,Yes,14,80,10/10/2022,Oct
Yes,1,23375,3,0,0,Yes,14,80,8/8/2022,Aug
Yes,1,23378,3,0,0,Yes,14,80,28/1/2022,Jan
Yes,1,23379,3,0,0,Yes,14,80,12/11/2022,Nov
Yes,1,272,3,0,0,Yes,14,80,18/10/2022,Oct
Yes,1,1129,3,0,0,Yes,14,80,5/5/2022,May
Yes,1,1132,3,0,0,Yes,14,80,5/8/2022,Aug
Yes,1,1135,3,7,7,No,12,80,17/1/2022,Jan
Yes,1,1136,3,7,7,No,12,80,21/4/2022,Apr
Yes,1,1137,3,7,7,No,12,80,7/5/2022,May
Yes,1,1140,3,7,7,No,12,80,16/11/2022,Nov
Yes,1,1143,3,7,7,No,12,80,10/10/2022,Oct
Yes,1,1144,3,7,7,No,12,80,28/9/2022,Sep
Yes,1,1317,3,7,7,No,12,80,19/2/2022,Feb
Yes,1,1318,3,7,7,No,12,80,11/3/2022,Mar
Yes,8,1322,2,0,2,No,12,80,12/5/2022,May
Yes,8,1323,2,0,2,No,12,80,5/11/2022,Nov
Yes,8,1324,2,0,2,No,12,80,13/4/2022,Apr
Yes,8,1325,2,0,2,No,12,80,25/1/2022,Jan
Yes,8,1329,2,0,2,No,12,80,24/3/2022,Mar
Yes,8,1330,2,0,2,No,12,80,27/5/2022,May
Yes,8,1645,2,0,2,No,12,80,2/3/2022,Mar
Yes,8,1647,2,0,2,No,12,80,18/6/2022,Jun
Yes,1,1650,3,0,1,No,12,80,1/3/2022,Mar
Yes,1,1651,3,0,1,No,12,80,13/4/2022,Apr
Yes,1,1653,3,0,1,No,12,80,21/8/2022,Aug
Yes,1,1655,3,0,1,No,12,80,12/8/2022,Aug
Yes,1,1658,3,0,1,No,12,80,12/11/2022,Nov
Yes,1,1659,3,0,1,No,12,80,20/4/2022,Apr
Yes,1,1799,3,0,1,No,12,80,6/8/2022,Aug
Yes,1,1801,3,0,1,No,12,80,30/9/2022,Sep
Yes,28,1805,3,2,0,Yes,13,80,2/2/2022,Feb
Yes,28,1806,3,2,0,Yes,13,80,21/2/2022,Feb
Yes,28,1808,3,2,0,Yes,13,80,17/5/2022,May
Yes,28,1812,3,2,0,Yes,13,80,3/1/2022,Jan
Yes,28,1813,3,2,0,Yes,13,80,7/6/2022,Jun
Yes,28,2192,3,2,0,Yes,13,80,28/7/2022,Jul
Yes,28,2194,3,2,0,Yes,13,80,24/7/2022,Jul
Yes,28,2198,3,2,0,Yes,13,80,6/6/2022,Jun
No,1,2199,2,0,7,Yes,19,80,,
No,7,2200,2,13,8,Yes,12,80,,
No,7,2202,2,13,8,Yes,12,80,,
No,7,2206,2,13,8,Yes,12,80,,
No,7,2207,2,13,8,Yes,12,80,,
No,7,2367,2,13,8,Yes,12,80,,
No,7,2369,2,13,8,Yes,12,80,,
No,7,2372,2,13,8,Yes,12,80,,
No,7,2373,2,13,8,Yes,12,80,,
No,1,2375,3,0,0,No,12,80,,
No,1,2377,3,0,0,No,12,80,,
No,1,2379,3,0,0,No,12,80,,
No,1,2380,3,0,0,No,12,80,,
No,1,2720,3,0,0,No,12,80,,
No,1,2723,3,0,0,No,12,80,,
No,1,2726,3,0,0,No,12,80,,
No,1,2727,3,0,0,No,12,80,,
No,11,2728,2,0,2,No,21,80,,
No,11,2731,2,0,2,No,21,80,,
No,11,2734,2,0,2,No,21,80,,
No,11,2735,2,0,2,No,21,80,,
No,11,3005,2,0,2,No,21,80,,
No,11,3007,2,0,2,No,21,80,,
No,11,3011,2,0,2,No,21,80,,
No,11,3012,2,0,2,No,21,80,,
No,1,3013,2,0,7,Yes,19,80,,
No,1,3015,2,0,7,Yes,19,80,,
No,1,3019,2,0,7,Yes,19,80,,
No,1,3020,2,0,7,Yes,19,80,,
No,1,3268,2,0,7,Yes,19,80,,
No,1,3270,2,0,7,Yes,19,80,,
No,1,3273,2,0,7,Yes,19,80,,
No,12,3274,3,2,1,No,11,80,,
No,12,3276,3,2,1,No,11,80,,
No,12,3278,3,2,1,No,11,80,,
No,12,3281,3,2,1,No,11,80,,
No,12,3282,3,2,1,No,11,80,,
No,12,3813,3,2,1,No,11,80,,
No,12,3815,3,2,1,No,11,80,,
No,12,3819,3,2,1,No,11,80,,
No,4,3820,3,2,2,Yes,20,80,,
No,4,3821,3,2,2,Yes,20,80,,
No,4,3823,3,2,2,Yes,20,80,,
No,4,3827,3,2,2,Yes,20,80,,
No,4,3828,3,2,2,Yes,20,80,,
No,4,4554,3,2,2,Yes,20,80,,
No,4,4556,3,2,2,Yes,20,80,,
No,4,4560,3,2,2,Yes,20,80,,
No,11,4561,3,4,4,No,15,80,,
No,11,4562,3,4,4,No,15,80,,
No,11,4564,3,4,4,No,15,80,,
No,11,4568,3,4,4,No,15,80,,
No,11,4569,3,4,4,No,15,80,,
No,11,4765,3,4,4,No,15,80,,
No,11,4766,3,4,4,No,15,80,,
No,11,4770,3,4,4,No,15,80,,
No,1,4771,2,0,2,No,15,80,,
No,1,4772,2,0,2,No,15,80,,
No,1,4773,2,0,2,No,15,80,,
No,1,4777,2,0,2,No,15,80,,
No,1,4778,2,0,2,No,15,80,,
No,1,5215,2,0,2,No,15,80,,
No,1,5217,2,0,2,No,15,80,,
No,1,5220,2,0,2,No,15,80,,
No,29,5221,1,1,7,No,18,80,,
No,29,5223,1,1,7,No,18,80,,
No,29,5225,1,1,7,No,18,80,,
No,29,5228,1,1,7,No,18,80,,
No,29,5229,1,1,7,No,18,80,,
No,29,5357,1,1,7,No,18,80,,
No,29,5358,1,1,7,No,18,80,,
No,29,5362,1,1,7,No,18,80,,
No,1,5363,2,0,6,No,11,80,,
No,1,5365,2,0,6,No,11,80,,
No,1,5366,2,0,6,No,11,80,,
No,1,5370,2,0,6,No,11,80,,
No,1,5371,2,0,6,No,11,80,,
No,1,5420,2,0,6,No,11,80,,
No,1,5421,2,0,6,No,11,80,,
No,1,5425,2,0,6,No,11,80,,
No,4,5426,2,1,6,No,14,80,,
No,4,5428,2,1,6,No,14,80,,
No,4,5429,2,1,6,No,14,80,,
No,4,5432,2,1,6,No,14,80,,
No,4,5433,2,1,6,No,14,80,,
No,4,5939,2,1,6,No,14,80,,
No,4,5942,2,1,6,No,14,80,,
No,4,5945,2,1,6,No,14,80,,
No,2,5946,2,2,2,No,11,80,,
No,2,5947,2,2,2,No,11,80,,
No,2,5950,2,2,2,No,11,80,,
No,2,5953,2,2,2,No,11,80,,
No,2,5954,2,2,2,No,11,80,,
No,2,6702,2,2,2,No,11,80,,
No,2,6704,2,2,2,No,11,80,,
No,2,6707,2,2,2,No,11,80,,
No,24,6708,3,1,7,No,12,80,,
No,24,6709,3,1,7,No,12,80,,
No,24,6711,3,1,7,No,12,80,,
No,24,6714,3,1,7,No,12,80,,
No,24,6715,3,1,7,No,12,80,,
No,24,6851,3,1,7,No,12,80,,
No,24,6854,3,1,7,No,12,80,,
No,24,6857,3,1,7,No,12,80,,
No,9,6858,4,0,0,No,11,80,,
No,9,6861,4,0,0,No,11,80,,
No,9,6864,4,0,0,No,11,80,,
No,9,6865,4,0,0,No,11,80,,
No,9,7653,4,0,0,No,11,80,,
No,9,7655,4,0,0,No,11,80,,
No,9,7659,4,0,0,No,11,80,,
No,9,7660,4,0,0,No,11,80,,
No,1,7661,3,9,8,No,14,80,,
No,1,7663,3,9,8,No,14,80,,
No,1,7667,3,9,8,No,14,80,,
No,1,7668,3,9,8,No,14,80,,
No,1,8247,3,9,8,No,14,80,,
No,1,8249,3,9,8,No,14,80,,
No,1,8252,3,9,8,No,14,80,,
No,1,8253,3,9,8,No,14,80,,
No,10,8255,3,1,3,No,15,80,,
No,10,8257,3,1,3,No,15,80,,
No,10,8260,3,1,3,No,15,80,,
No,10,8261,3,1,3,No,15,80,,
No,10,8374,3,1,3,No,15,80,,
No,10,8377,3,1,3,No,15,80,,
No,10,8380,3,1,3,No,15,80,,
No,10,8381,3,1,3,No,15,80,,
No,28,8382,2,1,0,No,16,80,,
No,28,8385,2,1,0,No,16,80,,
No,28,8387,2,1,0,No,16,80,,
No,28,8388,2,1,0,No,16,80,,
No,28,8655,2,1,0,No,16,80,,
No,28,8657,2,1,0,No,16,80,,
No,28,8661,2,1,0,No,16,80,,
No,28,8662,2,1,0,No,16,80,,
No,29,8663,3,15,7,No,15,80,,
No,29,8664,3,15,7,No,15,80,,
No,29,8665,3,15,7,No,15,80,,
No,29,8667,3,15,7,No,15,80,,
No,29,8671,3,15,7,No,15,80,,
No,29,8672,3,15,7,No,15,80,,
No,29,9444,3,15,7,No,15,80,,
No,3,9447,3,10,7,No,11,80,,
No,3,9450,3,10,7,No,11,80,,
No,3,9451,3,10,7,No,11,80,,
No,3,9452,3,10,7,No,11,80,,
No,3,9455,3,10,7,No,11,80,,
No,3,9458,3,10,7,No,11,80,,
No,3,9459,3,10,7,No,11,80,,
No,3,10368,3,10,7,No,11,80,,
No,17,10370,3,0,0,No,18,80,,
No,17,10371,3,0,0,No,18,80,,
No,17,10372,3,0,0,No,18,80,,
No,17,10376,3,0,0,No,18,80,,
No,17,10378,3,0,0,No,18,80,,
No,17,10379,3,0,0,No,18,80,,
No,17,10380,3,0,0,No,18,80,,
No,17,10477,3,0,0,No,18,80,,
No,28,10479,3,3,8,Yes,11,80,,
No,28,10483,3,3,8,Yes,11,80,,
No,28,10484,3,3,8,Yes,11,80,,
No,28,10485,3,3,8,Yes,11,80,,
No,28,10488,3,3,8,Yes,11,80,,
No,28,10491,3,3,8,Yes,11,80,,
No,28,10492,3,3,8,Yes,11,80,,
No,28,11195,3,3,8,Yes,11,80,,
No,8,11196,3,2,2,No,15,80,,
No,8,11200,3,2,2,No,15,80,,
No,8,11201,3,2,2,No,15,80,,
No,8,11203,3,2,2,No,15,80,,
No,8,11204,3,2,2,No,15,80,,
No,8,11208,2,10,1,Yes,11,80,,
No,8,11209,2,1,4,No,14,80,,
No,8,11459,3,2,2,No,15,80,,
No,8,11461,3,2,2,No,15,80,,
No,8,11465,3,2,2,No,15,80,,
No,2,11466,3,0,3,No,16,80,,
No,2,11467,3,0,3,No,16,80,,
No,2,11469,3,0,3,No,16,80,,
No,2,11473,3,0,3,No,16,80,,
No,2,11474,3,0,3,No,16,80,,
No,2,11563,3,0,3,No,16,80,,
No,2,11566,3,0,3,No,16,80,,
No,2,11569,3,0,3,No,16,80,,
No,12,11570,3,2,2,No,14,80,,
No,12,11573,3,2,2,No,14,80,,
No,12,11576,3,2,2,No,14,80,,
No,12,11577,3,2,2,No,14,80,,
No,12,11890,3,2,2,No,14,80,,
No,12,11893,3,2,2,No,14,80,,
No,12,11896,3,2,2,No,14,80,,
No,12,11897,3,2,2,No,14,80,,
No,2,11898,3,14,7,No,11,80,,
No,2,11901,3,14,7,No,11,80,,
No,2,11904,3,14,7,No,11,80,,
No,2,11905,3,14,7,No,11,80,,
No,2,12042,3,14,7,No,11,80,,
No,2,12046,3,14,7,No,11,80,,
No,2,12047,3,14,7,No,11,80,,
No,2,12048,3,14,7,No,11,80,,
No,8,12050,3,0,2,No,15,80,,
No,8,12054,3,0,2,No,15,80,,
No,8,12055,3,0,2,No,15,80,,
No,8,12128,3,0,2,No,15,80,,
No,8,12129,3,0,2,No,15,80,,
No,8,12133,3,0,2,No,15,80,,
No,8,12134,3,0,2,No,15,80,,
No,8,12136,3,0,2,No,15,80,,
No,1,12137,2,1,3,No,22,80,,
No,1,12141,2,1,3,No,22,80,,
No,1,12142,2,1,3,No,22,80,,
No,1,12284,2,1,3,No,22,80,,
No,1,12286,2,1,3,No,22,80,,
No,1,12290,2,1,3,No,22,80,,
No,1,12291,2,1,3,No,22,80,,
No,1,12292,2,1,3,No,22,80,,
No,24,12294,3,1,5,Yes,18,80,,
No,24,12298,3,1,5,Yes,18,80,,
No,24,12299,3,1,5,Yes,18,80,,
No,24,12960,3,1,5,Yes,18,80,,
No,24,12961,3,1,5,Yes,18,80,,
No,24,12965,3,1,5,Yes,18,80,,
No,24,12966,3,1,5,Yes,18,80,,
No,9,12968,3,0,0,No,18,80,,
No,9,12969,3,0,0,No,18,80,,
No,9,12973,3,0,0,No,18,80,,
No,9,12974,3,0,0,No,18,80,,
No,9,13613,3,0,0,No,18,80,,
No,9,13617,3,0,0,No,18,80,,
No,9,13618,3,0,0,No,18,80,,
No,9,13620,3,0,0,No,18,80,,
No,1,13621,3,0,13,No,12,80,,
No,1,13625,3,0,13,No,12,80,,
No,1,13626,3,0,13,No,12,80,,
No,1,13895,3,0,13,No,12,80,,
No,1,13897,3,0,13,No,12,80,,
No,1,13901,3,0,13,No,12,80,,
No,1,13902,3,0,13,No,12,80,,
No,1,13903,3,0,13,No,12,80,,
No,9,13905,3,7,7,No,12,80,,
No,9,13909,3,7,7,No,12,80,,
No,9,13910,3,7,7,No,12,80,,
No,9,13976,3,7,7,No,12,80,,
No,9,13977,3,7,7,No,12,80,,
No,9,13981,3,7,7,No,12,80,,
No,9,13982,3,7,7,No,12,80,,
No,9,13984,3,7,7,No,12,80,,
No,2,13985,2,7,7,Yes,11,80,,
No,2,13989,2,7,7,Yes,11,80,,
No,2,13990,2,7,7,Yes,11,80,,
No,2,15135,2,7,7,Yes,11,80,,
No,2,15138,2,7,7,Yes,11,80,,
No,2,15141,2,7,7,Yes,11,80,,
No,2,15142,2,7,7,Yes,11,80,,
No,2,15143,2,7,7,Yes,11,80,,
No,7,15146,3,1,7,No,22,80,,
No,7,15149,3,1,7,No,22,80,,
No,7,15150,3,1,7,No,22,80,,
No,7,15152,3,1,7,No,22,80,,
No,7,15153,3,1,7,No,22,80,,
No,7,15157,3,1,7,No,22,80,,
No,7,15158,3,1,7,No,22,80,,
No,7,15160,3,1,7,No,22,80,,
No,1,15161,2,1,3,No,13,80,,
No,1,15165,2,1,3,No,13,80,,
No,1,15166,2,1,3,No,13,80,,
No,1,15414,2,1,3,No,13,80,,
No,1,15416,2,1,3,No,13,80,,
No,1,15417,2,1,3,No,13,80,,
No,1,15418,2,1,3,No,13,80,,
No,2,15422,3,2,2,No,22,80,,
No,2,15424,3,2,2,No,22,80,,
No,2,15425,3,2,2,No,22,80,,
No,2,15426,3,2,2,No,22,80,,
No,2,15713,3,2,2,No,22,80,,
No,2,15714,3,2,2,No,22,80,,
No,2,15718,3,2,2,No,22,80,,
No,2,15719,3,2,2,No,22,80,,
No,1,15721,2,0,1,No,12,80,,
No,1,15722,2,0,1,No,12,80,,
No,1,15726,2,0,1,No,12,80,,
No,1,15727,2,0,1,No,12,80,,
No,1,16294,2,0,1,No,12,80,,
No,1,16295,2,0,1,No,12,80,,
No,1,16299,2,0,1,No,12,80,,
No,1,16300,2,0,1,No,12,80,,
No,28,16302,3,1,2,Yes,11,80,,
No,28,16303,3,1,2,Yes,11,80,,
No,28,16307,3,1,2,Yes,11,80,,
No,28,16308,3,1,2,Yes,11,80,,
No,28,16586,3,1,2,Yes,11,80,,
No,28,16588,3,1,2,Yes,11,80,,
No,28,16591,3,1,2,Yes,11,80,,
No,28,16592,3,1,2,Yes,11,80,,
No,3,16594,3,1,0,Yes,12,80,,
No,3,16596,3,1,0,Yes,12,80,,
No,3,16599,3,1,0,Yes,12,80,,
No,3,16600,3,1,0,Yes,12,80,,
No,3,17094,3,1,0,Yes,12,80,,
No,3,17096,3,1,0,Yes,12,80,,
No,3,17099,3,1,0,Yes,12,80,,
No,3,17100,3,1,0,Yes,12,80,,
No,28,17102,3,0,10,Yes,11,80,,
No,28,17104,3,0,10,Yes,11,80,,
No,28,17107,3,0,10,Yes,11,80,,
No,28,17108,3,0,10,Yes,11,80,,
No,28,17384,3,0,10,Yes,11,80,,
No,28,17387,3,0,10,Yes,11,80,,
No,28,17390,3,0,10,Yes,11,80,,
No,28,17391,3,0,10,Yes,11,80,,
No,2,17392,2,3,2,Yes,18,80,,
No,2,17395,2,3,2,Yes,18,80,,
No,2,17398,2,3,2,Yes,18,80,,
No,2,17399,2,3,2,Yes,18,80,,
No,2,18001,2,3,2,Yes,18,80,,
No,2,18003,2,3,2,Yes,18,80,,
No,2,18007,2,3,2,Yes,18,80,,
No,2,18008,2,3,2,Yes,18,80,,
No,1,18009,2,1,8,No,16,80,,
No,,18011,2,1,8,No,16,,,
No,1,18015,2,1,8,No,16,80,,
No,1,18016,2,1,8,No,16,80,,
No,1,18080,2,1,8,No,16,80,,
No,1,18082,2,1,8,No,16,80,,
No,1,18085,2,1,8,No,16,80,,
No,1,18086,2,1,8,No,16,80,,
No,2,18088,1,2,2,Yes,13,80,,
No,2,18090,1,2,2,Yes,13,80,,
No,2,18093,1,2,2,Yes,13,80,,
No,2,18094,1,2,2,Yes,13,80,,
No,2,18185,1,2,2,Yes,13,80,,
No,2,18188,1,2,2,Yes,13,80,,
No,2,18191,1,2,2,Yes,13,80,,
No,2,18192,1,2,2,Yes,13,80,,
No,2,18195,2,0,0,No,11,80,,
No,2,18198,2,0,0,No,11,80,,
No,2,18199,2,0,0,No,11,80,,
No,2,18261,2,0,0,No,11,80,,
No,2,18262,2,0,0,No,11,80,,
No,2,18266,2,0,0,No,11,80,,
No,2,18267,2,0,0,No,11,80,,
No,2,18268,2,0,0,No,11,80,,
No,22,18269,3,13,9,Yes,13,80,,
No,22,18273,3,13,9,Yes,13,80,,
No,22,18274,3,13,9,Yes,13,80,,
No,22,18823,3,13,9,Yes,13,80,,
No,22,18825,3,13,9,Yes,13,80,,
No,22,18829,3,13,9,Yes,13,80,,
No,22,18830,3,13,9,Yes,13,80,,
No,22,18831,3,13,9,Yes,13,80,,
No,9,18833,3,0,0,Yes,16,80,,
No,9,18837,3,0,0,Yes,16,80,,
No,9,18838,3,0,0,Yes,16,80,,
No,9,21903,3,0,0,Yes,16,80,,
No,9,21904,3,0,0,Yes,16,80,,
No,9,21908,3,0,0,Yes,16,80,,
No,9,21909,3,0,0,Yes,16,80,,
No,9,21911,3,0,0,Yes,16,80,,
No,22,21912,2,7,7,No,,80,,
No,22,21916,2,7,7,No,14,80,,
No,22,21917,2,7,7,No,14,80,,
No,22,23512,2,7,7,No,14,80,,
No,22,935,2,7,7,No,14,80,,
No,22,937,2,7,7,No,14,80,,
No,22,941,2,7,7,No,14,80,,
No,22,942,2,7,7,No,14,80,,
No,20,943,3,12,13,Yes,15,80,,
No,20,945,3,12,13,Yes,15,80,,
No,20,949,3,12,13,Yes,15,80,,
No,20,950,3,12,13,Yes,15,80,,
No,20,952,3,12,13,Yes,15,80,,
No,20,953,3,12,13,Yes,15,80,,
No,20,957,3,12,13,Yes,15,80,,
